time,lp_id,pct_access,engagement_index
2/01/2020,16753,0.04,2.05
2/01/2020,73101,0.04,1.23
2/01/2020,43491,0.08,82.31
2/01/2020,26488,0.53,55.69
2/01/2020,61384,0.04,6.55
2/01/2020,14124,0.12,1.23
2/01/2020,10533,0.04,8.6
2/01/2020,24711,0.04,0.41
2/01/2020,72758,0.04,0.82
2/01/2020,95731,1.76,271.5
2/01/2020,53775,0.04,0.41
2/01/2020,10650,0.04,0.82
2/01/2020,86812,0.04,0.82
2/01/2020,86775,0.08,4.91
2/01/2020,99916,1.35,80.26
2/01/2020,97280,0.04,9.42
2/01/2020,33185,0.45,42.18
2/01/2020,33478,0.04,2.05
2/01/2020,71805,0.33,10.65
2/01/2020,83248,0.08,3.28
2/01/2020,42091,0.04,1.23
2/01/2020,52758,0.04,0.41
2/01/2020,29322,0.25,27.85
2/01/2020,76214,0.04,7.37
2/01/2020,30851,0.04,0.82
2/01/2020,57084,0.82,29.89
2/01/2020,26512,0.04,1.23
2/01/2020,88925,0.08,0.82
2/01/2020,65195,0.04,2.05
2/01/2020,69827,0.41,20.48
2/01/2020,11206,0.04,0.41
2/01/2020,69429,0.04,0.41
2/01/2020,79673,0.04,2.87
2/01/2020,98265,0.08,6.14
2/01/2020,85975,0.08,4.1
2/01/2020,28525,0.04,0.41
2/01/2020,15254,0.45,177.72
2/01/2020,16406,0.04,22.52
2/01/2020,76649,0.57,15.15
2/01/2020,57513,0.53,294.43
2/01/2020,97209,0.08,1.23
2/01/2020,92844,0.12,2.87
2/01/2020,75727,0.04,0.82
3/01/2020,33946,0.04,0.41
3/01/2020,80616,0.04,0.82
3/01/2020,28504,0,
3/01/2020,47364,0.04,0.41
3/01/2020,42091,0.04,0.41
3/01/2020,83248,0.08,15.56
3/01/2020,24711,0.04,0.41
3/01/2020,91873,0.04,0.41
3/01/2020,91165,0.04,0.41
3/01/2020,71805,0.41,11.88
3/01/2020,14124,0.12,1.64
3/01/2020,16406,0.12,122.44
3/01/2020,95731,1.88,355.45
3/01/2020,37153,0.04,1.64
3/01/2020,29322,0.2,15.97
3/01/2020,43491,0.04,41.36
3/01/2020,99916,1.52,132.68
3/01/2020,86059,0.12,64.29
3/01/2020,77698,0.04,1.23
3/01/2020,72676,0.04,2.05
3/01/2020,16164,0.04,0.41
3/01/2020,69863,0.08,0.82
3/01/2020,97280,0.12,22.93
3/01/2020,10533,0.04,2.87
3/01/2020,32213,1.39,108.93
3/01/2020,45811,0.04,0.41
3/01/2020,98001,0.04,0.41
3/01/2020,34201,0.04,0.41
3/01/2020,94324,0.04,0.82
3/01/2020,85975,0.04,0.41
3/01/2020,72713,0.04,0.41
3/01/2020,88925,0.16,5.32
3/01/2020,62318,0.04,7.37
3/01/2020,50479,0.04,3.28
3/01/2020,53399,0.04,5.32
3/01/2020,54430,0.08,0.82
3/01/2020,76649,0.78,13.51
3/01/2020,61384,0.04,22.93
3/01/2020,16633,0.04,1.23
3/01/2020,33185,0.25,80.26
3/01/2020,15254,0.41,317.77
3/01/2020,26488,0.57,129.81
3/01/2020,69827,0.49,20.88
3/01/2020,51340,0.04,2.46
3/01/2020,72758,0.04,0.41
3/01/2020,57084,0.74,63.47
3/01/2020,60051,0.12,4.1
3/01/2020,76007,0.04,0.82
3/01/2020,56441,0.04,0.82
3/01/2020,57513,0.57,291.15
3/01/2020,67600,0.04,0.41
4/01/2020,95731,1.92,273.55
4/01/2020,52175,0.08,0.82
4/01/2020,72932,0.04,0.41
4/01/2020,52758,0.08,2.46
4/01/2020,32213,1.76,112.61
4/01/2020,69827,0.45,21.29
4/01/2020,33185,0.45,25.8
4/01/2020,94158,0.04,0.41
4/01/2020,93802,0.04,0.41
4/01/2020,88925,0.04,0.41
4/01/2020,97506,0.04,0.82
4/01/2020,60051,0.04,0.41
4/01/2020,97209,0.16,4.1
4/01/2020,86775,0.04,0.82
4/01/2020,76649,0.49,15.97
4/01/2020,57084,0.53,52.42
4/01/2020,58822,0.04,1.23
4/01/2020,83248,0.16,17.61
4/01/2020,26488,0.57,91.32
4/01/2020,61384,0.04,24.98
4/01/2020,29322,0.2,30.71
4/01/2020,16406,0.04,4.1
4/01/2020,57513,0.53,294.02
4/01/2020,24711,0.12,197.38
4/01/2020,50479,0.04,7.78
4/01/2020,62318,0.04,8.19
4/01/2020,71805,0.2,6.14
4/01/2020,97280,0.2,15.97
4/01/2020,86407,0.04,0.41
4/01/2020,92844,0.04,0.82
4/01/2020,16633,0.04,0.41
4/01/2020,98402,0.04,1.23
4/01/2020,15254,0.49,127.76
4/01/2020,51853,0.04,1.64
4/01/2020,32600,0.04,0.82
4/01/2020,62934,0.04,0.82
4/01/2020,91165,0.08,1.64
4/01/2020,99916,1.56,106.47
4/01/2020,50168,0.04,0.41
4/01/2020,37153,0.04,9.83
4/01/2020,86059,0.08,14.74
4/01/2020,72758,0.04,0.41
4/01/2020,90153,0.04,0.82
4/01/2020,11237,0.04,0.41
4/01/2020,43491,0.12,21.29
4/01/2020,14124,0.08,0.82
4/01/2020,53399,0.25,18.02
5/01/2020,16164,0.04,0.41
5/01/2020,91165,0.04,0.82
5/01/2020,26488,0.9,106.06
5/01/2020,57513,1.06,606.06
5/01/2020,53775,0.04,0.41
5/01/2020,97280,0.16,61.02
5/01/2020,76649,0.41,9.01
5/01/2020,14124,0.12,1.23
5/01/2020,71805,0.12,1.64
5/01/2020,24711,0.12,498.77
5/01/2020,43491,0.08,34.81
5/01/2020,60051,0.08,4.5
5/01/2020,61384,0.04,31.53
5/01/2020,57293,0.04,0.82
5/01/2020,33185,0.7,65.11
5/01/2020,64948,0.04,0.82
5/01/2020,62318,0.04,0.82
5/01/2020,32600,0.04,0.41
5/01/2020,97209,0.08,0.82
5/01/2020,76007,0.04,1.64
5/01/2020,29322,0.49,22.93
5/01/2020,86775,0.08,29.07
5/01/2020,99916,2.01,126.54
5/01/2020,69827,0.82,64.7
5/01/2020,49563,0.04,4.1
5/01/2020,11286,0.04,0.41
5/01/2020,72758,0.12,5.32
5/01/2020,52758,0.08,1.23
5/01/2020,83248,0.12,6.14
5/01/2020,88925,0.04,0.82
5/01/2020,98402,0.04,6.14
5/01/2020,30114,0.04,6.14
5/01/2020,53399,0.2,28.26
5/01/2020,14168,0.04,0.41
5/01/2020,98265,0.16,2.46
5/01/2020,32213,2.7,198.2
5/01/2020,92844,0.08,0.82
5/01/2020,94324,0.04,0.41
5/01/2020,57084,0.74,36.04
5/01/2020,77698,0.08,2.87
5/01/2020,15254,0.45,74.94
5/01/2020,55589,0.04,0.41
5/01/2020,95731,2.33,418.1
5/01/2020,37153,0.08,5.73
6/01/2020,75727,0.04,0.82
6/01/2020,42091,0.12,6.96
6/01/2020,39004,0.08,4.5
6/01/2020,86059,0.25,104.42
6/01/2020,64948,0.04,1.64
6/01/2020,12803,0.04,0.82
6/01/2020,33185,1.31,109.75
6/01/2020,30851,0.04,2.05
6/01/2020,24573,0.04,5.32
6/01/2020,86775,0.16,26.21
6/01/2020,65358,0.04,0.41
6/01/2020,32213,4.71,427.11
6/01/2020,69827,1.68,55.28
6/01/2020,94158,0.04,0.82
6/01/2020,15254,0.45,185.5
6/01/2020,65277,0.04,0.41
6/01/2020,53399,0.49,75.76
6/01/2020,52758,0.16,1.64
6/01/2020,14124,0.37,6.14
6/01/2020,71805,0.33,11.06
6/01/2020,49563,0.04,55.28
6/01/2020,37296,0.04,0.41
6/01/2020,94984,0.04,0.82
6/01/2020,57513,1.8,1376.33
6/01/2020,91873,0.12,1.23
6/01/2020,16406,0.25,74.12
6/01/2020,76649,1.23,29.48
6/01/2020,37479,0,
6/01/2020,72758,0.16,4.5
6/01/2020,16164,0.08,4.5
6/01/2020,62318,0.04,1.64
6/01/2020,84966,0.04,0.41
6/01/2020,52196,0.04,1.64
6/01/2020,94324,0.04,0.41
6/01/2020,97280,0.25,29.48
6/01/2020,51853,0.04,0.41
6/01/2020,98265,0.25,13.92
6/01/2020,77698,0.04,0.82
6/01/2020,53775,0.04,0.41
6/01/2020,57084,0.9,58.97
6/01/2020,60051,0.04,0.82
6/01/2020,29322,0.74,54.46
6/01/2020,66204,0.04,0.41
6/01/2020,92918,0.04,0.82
6/01/2020,38871,0.04,2.05
6/01/2020,99916,4.34,184.28
6/01/2020,72676,0.04,0.41
6/01/2020,83248,0.12,1.64
6/01/2020,15225,0.04,0.82
6/01/2020,37153,0.08,4.91
6/01/2020,55355,0.04,1.64
6/01/2020,19959,0.04,0.82
6/01/2020,24711,0.04,0.82
6/01/2020,95731,4.42,793.61
6/01/2020,98402,0.12,4.5
6/01/2020,50479,0.04,3.28
6/01/2020,97209,0.25,2.87
6/01/2020,91165,0.12,8.19
6/01/2020,26488,1.35,363.64
6/01/2020,85975,0.08,13.1
6/01/2020,11237,0.04,9.42
6/01/2020,43491,0.16,45.86
6/01/2020,88925,0.08,0.82
6/01/2020,76214,0.04,0.82
6/01/2020,55589,0.08,2.87
6/01/2020,61384,0.04,24.16
6/01/2020,51340,0.16,4.91
6/01/2020,28504,0.2,5.73
6/01/2020,68713,0.04,15.15
6/01/2020,14168,0.08,5.32
7/01/2020,10533,0.45,18.33
7/01/2020,15225,0.12,1.22
7/01/2020,59150,0.04,1.22
7/01/2020,65358,0.45,6.52
7/01/2020,81189,0.24,19.55
7/01/2020,42091,0.33,27.29
7/01/2020,15579,0.04,1.22
7/01/2020,41581,0.08,0.81
7/01/2020,52196,0.2,4.07
7/01/2020,69921,0.12,5.3
7/01/2020,81506,0.08,0.81
7/01/2020,46752,0.04,0.41
7/01/2020,74400,0.24,3.67
7/01/2020,55589,0.49,24.85
7/01/2020,81654,0.08,0.81
7/01/2020,44271,0.33,11.41
7/01/2020,30851,0.29,3.67
7/01/2020,88142,0.04,0.41
7/01/2020,62318,0.04,7.33
7/01/2020,53775,0.08,0.81
7/01/2020,34635,0.04,0.41
7/01/2020,60051,5.95,450.92
7/01/2020,62934,5.05,1054.18
7/01/2020,33185,15.89,1102.65
7/01/2020,86206,0.04,0.41
7/01/2020,50479,1.51,501.43
7/01/2020,94324,1.18,15.89
7/01/2020,57084,8.35,470.88
7/01/2020,69863,0.73,13.85
7/01/2020,14168,0.86,41.96
7/01/2020,90887,0.12,26.07
7/01/2020,39048,0.04,0.81
7/01/2020,68713,0.41,13.03
7/01/2020,76649,42.93,2140.94
7/01/2020,30591,0.08,2.44
7/01/2020,94158,0.2,2.04
7/01/2020,91165,7.21,432.18
7/01/2020,75727,0.04,0.41
7/01/2020,10650,0.08,0.81
7/01/2020,14124,0.16,2.44
7/01/2020,85836,0.81,54.18
7/01/2020,25267,0.04,1.22
7/01/2020,23483,0.08,0.81
7/01/2020,86812,0.04,0.81
7/01/2020,88885,0.04,0.41
7/01/2020,67035,0.16,2.44
7/01/2020,68490,0.08,0.81
7/01/2020,49706,0.04,0.41
7/01/2020,49571,0.08,59.47
7/01/2020,91873,5.54,245.62
7/01/2020,98265,7.33,391.04
7/01/2020,73548,0.04,1.63
7/01/2020,90440,0.16,8.15
7/01/2020,83862,0.29,3.26
7/01/2020,35971,0.57,8.96
7/01/2020,15254,4.11,515.27
7/01/2020,34188,0.45,11
7/01/2020,72676,0.49,6.52
7/01/2020,42608,0.29,4.48
7/01/2020,52758,1.1,11.41
7/01/2020,51340,1.91,47.25
7/01/2020,64328,0.04,0.41
7/01/2020,13699,0.08,1.22
7/01/2020,16406,0.37,65.99
7/01/2020,39568,0.04,0.81
7/01/2020,33478,0.69,326.27
7/01/2020,16633,0.9,13.44
7/01/2020,94511,0.08,0.81
7/01/2020,49560,0.12,2.44
7/01/2020,16753,0.04,0.41
7/01/2020,73101,0.73,16.29
7/01/2020,40967,0.04,0.41
7/01/2020,92867,0.2,13.85
7/01/2020,40928,0.69,19.96
7/01/2020,80560,0.45,42.77
7/01/2020,44820,0.04,0.41
7/01/2020,24711,14.62,12517.31
7/01/2020,78662,0.04,1.22
7/01/2020,28709,0.33,14.66
7/01/2020,93690,0.12,4.48
7/01/2020,86407,0.04,0.81
7/01/2020,25281,0.04,0.41
7/01/2020,32213,47.78,7727.09
7/01/2020,57513,2.73,2122.61
7/01/2020,71702,0.04,0.41
7/01/2020,32563,0.04,1.22
7/01/2020,92844,3.05,166.19
7/01/2020,27232,0.2,9.37
7/01/2020,60825,1.83,90.43
7/01/2020,19044,0.08,2.44
7/01/2020,83118,0.12,24.03
7/01/2020,89045,0.04,0.81
7/01/2020,52256,0,
7/01/2020,17332,1.26,72.91
7/01/2020,33624,0.08,0.81
7/01/2020,71000,0.08,1.22
7/01/2020,51853,0.12,1.63
7/01/2020,28701,0.04,1.22
7/01/2020,86059,0.69,54.99
7/01/2020,84146,0.04,0.81
7/01/2020,32600,0.04,0.41
7/01/2020,19184,0.08,3.26
7/01/2020,34201,0.04,0.41
7/01/2020,77698,0.04,0.41
7/01/2020,88925,2.97,76.17
7/01/2020,16085,0.16,2.04
7/01/2020,29790,0.08,6.92
7/01/2020,90929,0.45,12.22
7/01/2020,11286,0.04,0.41
7/01/2020,77908,0.04,0.41
7/01/2020,16164,0.2,3.26
7/01/2020,99916,42.97,2473.73
7/01/2020,43491,0.49,65.99
7/01/2020,28633,0.04,0.81
7/01/2020,97280,6.31,1212.22
7/01/2020,15306,0,
7/01/2020,49050,4.2,1329.94
7/01/2020,54430,1.26,32.59
7/01/2020,26488,25.3,5601.63
7/01/2020,93742,0.04,0.41
7/01/2020,76214,5.91,219.96
7/01/2020,39004,0.08,4.48
7/01/2020,94824,0.04,1.22
7/01/2020,49563,0.16,253.36
7/01/2020,36692,0.98,100.2
7/01/2020,84043,0.04,0.81
7/01/2020,83248,0.49,63.14
7/01/2020,76661,0.04,0.41
7/01/2020,13496,0.12,8.55
7/01/2020,14075,0.04,7.33
7/01/2020,28525,7.29,1342.57
7/01/2020,17215,0.29,2.85
7/01/2020,65277,0.08,2.04
7/01/2020,21917,0.04,3.26
7/01/2020,97988,0.08,0.81
7/01/2020,16401,0.08,0.81
7/01/2020,50282,0.04,0.41
7/01/2020,45811,0.16,1.63
7/01/2020,69827,16.37,786.56
7/01/2020,17723,0.04,0.81
7/01/2020,13205,0.08,2.04
7/01/2020,78094,0.04,0.81
7/01/2020,97209,1.38,16.7
7/01/2020,11155,0.12,8.96
7/01/2020,48165,0.08,1.22
7/01/2020,55007,0.04,0.41
7/01/2020,11206,0.04,0.41
7/01/2020,17941,0.57,10.59
7/01/2020,85072,0.08,0.81
7/01/2020,94984,0.12,2.04
7/01/2020,26512,0.2,16.29
7/01/2020,72758,0.41,20.77
7/01/2020,57949,0.08,5.7
7/01/2020,98402,0.2,4.89
7/01/2020,95731,43.63,7520.98
7/01/2020,24573,0.08,0.81
7/01/2020,40508,0.9,153.97
7/01/2020,55355,0.04,0.41
7/01/2020,29322,18.98,1238.7
7/01/2020,37373,0.04,0.41
7/01/2020,29158,0.04,1.63
7/01/2020,38871,0.04,0.41
7/01/2020,91033,0.04,0.81
7/01/2020,72713,0.12,2.85
7/01/2020,31761,1.02,11.81
7/01/2020,43925,0.04,0.41
7/01/2020,64838,0.08,1.63
7/01/2020,67600,0.08,1.22
7/01/2020,52175,0.04,0.41
7/01/2020,91397,0.04,1.22
7/01/2020,37447,0.29,24.03
7/01/2020,93413,0.04,2.85
7/01/2020,92918,0.61,17.92
7/01/2020,83270,0.08,1.63
7/01/2020,99671,0.04,1.63
7/01/2020,12803,0.04,0.41
7/01/2020,70957,0.04,0.41
7/01/2020,87762,0.04,0.41
7/01/2020,30114,0.04,1.22
7/01/2020,83606,0.04,0.81
7/01/2020,96217,0.57,8.96
7/01/2020,22773,1.75,34.62
7/01/2020,68192,0.08,21.18
7/01/2020,25651,0.08,0.81
7/01/2020,85975,1.63,147.05
7/01/2020,45926,0.04,0.41
7/01/2020,17500,0.04,10.18
7/01/2020,64915,0.04,0.41
7/01/2020,28504,8.11,323.42
7/01/2020,98102,0.86,58.66
7/01/2020,64948,1.3,52.14
7/01/2020,47261,0.08,54.99
7/01/2020,61384,3.22,465.58
7/01/2020,64947,0.24,9.78
7/01/2020,93802,0.04,0.81
7/01/2020,55031,0.08,2.85
7/01/2020,78818,0.12,3.26
7/01/2020,46123,0.08,1.22
7/01/2020,50712,0.04,1.63
7/01/2020,33326,0.45,9.37
7/01/2020,97369,0.08,8.15
7/01/2020,71805,2.2,46.44
7/01/2020,53399,2.08,164.97
7/01/2020,37153,23.99,2924.24
7/01/2020,11237,0.08,3.67
7/01/2020,79673,0.12,4.07
7/01/2020,30593,0.04,1.22
7/01/2020,86775,0.33,35.03
7/01/2020,52411,0.04,0.41
7/01/2020,71784,0.04,4.07
7/01/2020,80431,0.04,5.3
7/01/2020,49785,0.98,39.92
8/01/2020,63178,0,
8/01/2020,18437,0.04,0.41
8/01/2020,10533,1.14,80.52
8/01/2020,73548,0.04,0.41
8/01/2020,88925,2.93,70.76
8/01/2020,91165,10.33,648.23
8/01/2020,52175,0.2,4.07
8/01/2020,92918,0.2,2.44
8/01/2020,13699,0.94,13.01
8/01/2020,29790,0.12,42.7
8/01/2020,29286,0.04,1.22
8/01/2020,99614,0.04,0.41
8/01/2020,57293,0.08,1.63
8/01/2020,50479,0.57,48.39
8/01/2020,49369,0.04,2.85
8/01/2020,30851,0.12,4.07
8/01/2020,94058,0.04,0.41
8/01/2020,40928,0.65,22.77
8/01/2020,37153,26.07,3519.32
8/01/2020,52256,0.41,9.35
8/01/2020,57371,0.12,2.44
8/01/2020,49563,0.16,349.74
8/01/2020,43494,0,
8/01/2020,19101,0.04,2.44
8/01/2020,28525,6.14,1010.98
8/01/2020,42321,0.04,0.41
8/01/2020,69429,0.04,0.41
8/01/2020,50712,0.28,7.73
8/01/2020,90929,0.53,15.05
8/01/2020,28504,6.99,315.58
8/01/2020,78586,0.04,0.81
8/01/2020,26488,29.16,9195.61
8/01/2020,57493,0.04,0.81
8/01/2020,80431,0.04,1.63
8/01/2020,93256,0.12,1.63
8/01/2020,98606,0,
8/01/2020,76661,0.24,4.88
8/01/2020,66069,0.08,1.22
8/01/2020,70167,0.04,2.44
8/01/2020,18090,0.04,0.81
8/01/2020,53775,0.16,1.63
8/01/2020,94824,0.04,0.41
8/01/2020,17500,0.08,18.71
8/01/2020,72673,0.04,3.66
8/01/2020,36692,0.89,48.8
8/01/2020,83248,1.06,86.21
8/01/2020,55007,0.04,0.81
8/01/2020,10973,0.04,1.22
8/01/2020,54430,1.59,60.59
8/01/2020,92844,2.77,214.31
8/01/2020,90887,0.12,17.08
8/01/2020,14737,0.04,0.81
8/01/2020,71370,0.04,2.44
8/01/2020,46534,0.04,0.41
8/01/2020,71805,2.28,52.46
8/01/2020,64947,0.28,11.79
8/01/2020,71564,0.04,0.81
8/01/2020,77698,0.12,1.22
8/01/2020,55355,0.08,1.63
8/01/2020,64838,0.12,13.83
8/01/2020,75451,0.04,0.41
8/01/2020,83394,0.24,5.29
8/01/2020,61384,3.21,415.21
8/01/2020,87342,0.04,0.41
8/01/2020,51340,1.1,26.43
8/01/2020,55031,0.12,2.85
8/01/2020,57949,0.24,15.05
8/01/2020,83270,0.2,2.03
8/01/2020,55589,4.76,292.8
8/01/2020,86407,0.16,1.63
8/01/2020,84146,0.08,2.03
8/01/2020,90440,0.61,116.71
8/01/2020,86059,1.55,108.99
8/01/2020,81189,0.16,21.15
8/01/2020,22773,1.18,35.38
8/01/2020,29158,0.2,4.07
8/01/2020,91397,0.04,0.41
8/01/2020,19044,0.04,0.41
8/01/2020,57084,10.74,673.85
8/01/2020,49571,0.04,13.42
8/01/2020,99142,0.04,0.41
8/01/2020,76122,0.08,1.22
8/01/2020,31761,1.18,20.74
8/01/2020,52758,0.81,8.54
8/01/2020,97369,0.04,2.03
8/01/2020,33326,0.37,11.39
8/01/2020,33478,0.16,62.63
8/01/2020,42958,0.04,0.81
8/01/2020,13591,0.04,0.41
8/01/2020,85836,1.42,130.13
8/01/2020,40508,0.16,2.03
8/01/2020,16164,1.02,23.59
8/01/2020,35201,0.16,8.54
8/01/2020,46123,0.04,0.41
8/01/2020,34188,0.33,7.73
8/01/2020,33185,6.83,335.91
8/01/2020,48165,0.12,2.44
8/01/2020,13496,0.16,39.04
8/01/2020,30668,0.04,0.81
8/01/2020,25267,0.77,10.17
8/01/2020,24744,0.2,8.13
8/01/2020,68713,1.18,53.27
8/01/2020,83567,0.04,1.22
8/01/2020,74400,0.33,3.25
8/01/2020,98265,5.61,217.57
8/01/2020,76649,50.06,2758.44
8/01/2020,85682,0.04,0.41
8/01/2020,49050,5.41,1650.67
8/01/2020,64948,1.67,58.56
8/01/2020,96864,0.04,1.63
8/01/2020,65358,0.37,11.79
8/01/2020,12803,0.2,3.25
8/01/2020,37447,0.33,15.05
8/01/2020,50282,0.04,0.81
8/01/2020,69863,0.85,24.4
8/01/2020,78818,0.12,2.85
8/01/2020,63801,0.04,0.41
8/01/2020,83862,0.33,4.07
8/01/2020,56028,0.08,4.88
8/01/2020,45005,0.04,0.81
8/01/2020,41581,0.04,1.22
8/01/2020,16633,0.61,16.27
8/01/2020,49062,0.04,0.81
8/01/2020,91873,1.14,24.81
8/01/2020,69827,19.56,969.09
8/01/2020,85975,3.13,211.47
8/01/2020,79673,0.04,0.41
8/01/2020,44271,0.04,0.41
8/01/2020,22741,0.04,0.81
8/01/2020,10650,2.93,126.07
8/01/2020,99916,44.08,2888.57
8/01/2020,49521,0.04,3.25
8/01/2020,53399,2.24,180.56
8/01/2020,57513,2.72,735.66
8/01/2020,65277,0.24,2.44
8/01/2020,42608,0.69,8.13
8/01/2020,59097,0.04,2.44
8/01/2020,35237,0.04,0.81
8/01/2020,50168,0.04,0.41
8/01/2020,64124,0.04,0.41
8/01/2020,29322,19.76,1231.8
8/01/2020,17941,1.3,27.25
8/01/2020,15254,4.27,575.84
8/01/2020,26512,0.16,10.57
8/01/2020,11237,0.12,2.03
8/01/2020,49751,0.08,1.22
8/01/2020,94158,0.16,2.44
8/01/2020,62934,4.64,1161.85
8/01/2020,28003,0.04,0.41
8/01/2020,93690,0.16,12.2
8/01/2020,60825,0.41,9.35
8/01/2020,33624,0.2,15.45
8/01/2020,33946,0.12,1.63
8/01/2020,32213,47.82,6929.24
8/01/2020,86294,0.04,0.41
8/01/2020,43491,1.46,307.85
8/01/2020,72770,0.04,0.81
8/01/2020,25281,0.04,0.41
8/01/2020,52196,0.08,7.32
8/01/2020,80144,0,
8/01/2020,24711,7.56,6473.36
8/01/2020,11286,0.12,1.63
8/01/2020,57724,0.61,69.13
8/01/2020,76007,0.04,0.41
8/01/2020,72932,0.04,0.41
8/01/2020,16468,0.04,1.22
8/01/2020,17332,1.83,110.21
8/01/2020,81400,0.16,4.47
8/01/2020,88142,0.16,1.63
8/01/2020,15225,0.53,26.03
8/01/2020,89507,0.04,0.41
8/01/2020,16406,0.45,44.73
8/01/2020,27232,0.04,0.41
8/01/2020,75727,0.04,0.81
8/01/2020,76214,6.79,260.27
8/01/2020,94511,0.12,2.85
8/01/2020,77536,0.04,2.44
8/01/2020,67600,0.28,5.69
8/01/2020,20472,0,
8/01/2020,63335,1.1,111.43
8/01/2020,80560,0.45,34.16
8/01/2020,45811,0.08,2.03
8/01/2020,92867,0.12,3.25
8/01/2020,16753,0.08,2.85
8/01/2020,89802,0.04,0.41
8/01/2020,94324,1.3,46.36
8/01/2020,60051,13.38,1339.16
8/01/2020,29921,0.04,0.41
8/01/2020,59304,0.04,0.81
8/01/2020,85072,0.16,3.25
8/01/2020,87762,0.04,0.41
8/01/2020,15305,0.08,1.22
8/01/2020,94984,0.04,0.81
8/01/2020,86775,0.08,3.66
8/01/2020,97209,0.98,11.39
8/01/2020,11406,0.08,1.63
8/01/2020,14769,0.08,4.88
8/01/2020,19334,0.08,0.81
8/01/2020,72758,0.33,12.2
8/01/2020,50104,0.04,0.81
8/01/2020,17215,0.33,4.07
8/01/2020,11206,0.57,12.2
8/01/2020,35971,0.04,0.41
8/01/2020,14168,0.57,26.03
8/01/2020,57609,0.04,2.85
8/01/2020,55032,0.04,1.22
8/01/2020,84966,0.08,0.81
8/01/2020,67035,0.98,12.61
8/01/2020,98402,0.08,1.22
8/01/2020,46752,0.04,0.41
8/01/2020,36620,0.04,1.22
8/01/2020,49560,0.04,0.41
8/01/2020,28709,0.77,54.49
8/01/2020,49785,0.04,0.41
8/01/2020,81654,0.04,0.41
8/01/2020,28744,0.24,6.51
8/01/2020,97280,6.95,1361.94
8/01/2020,85603,0,
8/01/2020,42784,0.04,0.41
8/01/2020,95731,48.76,9536.8
8/01/2020,42091,0.53,19.11
8/01/2020,72713,0.12,2.44
8/01/2020,92924,0.04,0.41
8/01/2020,24573,0.16,7.73
8/01/2020,66933,1.3,274.91
8/01/2020,68192,0.04,3.66
8/01/2020,68490,0.04,0.41
8/01/2020,72676,0.53,7.73
8/01/2020,30593,2.03,163.48
8/01/2020,28633,0.12,4.47
8/01/2020,93684,0.12,3.66
8/01/2020,41150,0.04,0.41
9/01/2020,22773,0.32,5.26
9/01/2020,78586,0.04,0.4
9/01/2020,95697,0.08,3.64
9/01/2020,60051,13.96,1613.92
9/01/2020,39004,0.04,2.02
9/01/2020,88885,0.04,0.4
9/01/2020,23403,0.04,0.4
9/01/2020,33624,0.28,6.48
9/01/2020,65358,0.4,26.31
9/01/2020,92894,0.04,0.81
9/01/2020,30851,0.32,5.67
9/01/2020,71702,0.04,0.4
9/01/2020,48036,0.04,0.4
9/01/2020,99671,0.08,2.43
9/01/2020,93742,0.04,8.9
9/01/2020,57371,0.04,1.21
9/01/2020,95712,0.04,0.4
9/01/2020,16406,0.32,133.95
9/01/2020,52256,0.61,12.14
9/01/2020,64948,2.79,121
9/01/2020,57084,11.05,704.98
