time,lp_id,pct_access,engagement_index
6/01/2020,66838,0,
6/01/2020,75930,0,
6/01/2020,78818,0,
6/01/2020,85572,0,
6/01/2020,36620,0.04,8.05
6/01/2020,46123,0,
6/01/2020,61384,0.09,19.22
6/01/2020,76649,15.6,633.88
6/01/2020,51853,0,
6/01/2020,25267,0,
6/01/2020,10225,0,
6/01/2020,72468,0.04,0.45
6/01/2020,12803,0.04,0.45
6/01/2020,15225,0.04,3.58
6/01/2020,33869,0,
6/01/2020,72758,0,
6/01/2020,18437,0.09,4.02
6/01/2020,11585,0,
6/01/2020,85834,0.13,7.6
6/01/2020,76313,0,
6/01/2020,16753,0.4,4.92
6/01/2020,50168,0,
6/01/2020,64838,1.12,292.8
6/01/2020,13699,0.04,0.45
6/01/2020,32213,15.82,1349.13
6/01/2020,50104,0.09,1.34
6/01/2020,72703,0,
6/01/2020,47267,0,
6/01/2020,93742,1.12,191.77
6/01/2020,95204,0.04,0.89
6/01/2020,33326,0,
6/01/2020,54827,0.31,59.9
6/01/2020,95731,7.11,518.1
6/01/2020,76122,0.04,0.45
6/01/2020,80560,2.06,446.13
6/01/2020,85975,0.22,12.07
6/01/2020,24504,0,
6/01/2020,90014,0,
6/01/2020,95264,0,
6/01/2020,50854,0,
6/01/2020,18296,0.04,0.89
6/01/2020,64915,0,
6/01/2020,47261,0.22,7.6
6/01/2020,23071,0.27,3.13
6/01/2020,88925,0.76,17.88
6/01/2020,84423,0,
6/01/2020,28744,0.04,0.45
6/01/2020,79547,0.04,19.22
6/01/2020,69863,0.31,5.36
6/01/2020,45005,0.09,2.68
6/01/2020,69827,0.72,31.29
6/01/2020,24711,0.31,42.91
6/01/2020,81189,0.04,6.26
6/01/2020,16633,0.36,22.35
6/01/2020,90929,0.09,0.89
6/01/2020,83270,0.09,2.24
6/01/2020,90153,0,
6/01/2020,37479,0,
6/01/2020,67035,1.48,50.96
6/01/2020,26696,0,
6/01/2020,13591,0.09,1.79
6/01/2020,49571,0,
6/01/2020,57724,0.04,6.71
6/01/2020,57609,0,
6/01/2020,18659,0,
6/01/2020,27232,0.04,1.79
6/01/2020,76214,0.04,7.15
6/01/2020,47364,0.04,11.18
6/01/2020,92894,0.04,0.45
6/01/2020,30851,0.22,3.58
6/01/2020,37103,0,
6/01/2020,64948,0.22,10.73
6/01/2020,13496,0.63,31.29
6/01/2020,68019,0,
6/01/2020,92844,0.04,0.45
6/01/2020,15254,0.04,0.89
6/01/2020,39463,0,
6/01/2020,22773,0,
6/01/2020,60106,0.67,8.49
6/01/2020,77698,0,
6/01/2020,58235,0,
6/01/2020,85952,0.04,0.45
6/01/2020,97988,0.04,8.49
6/01/2020,28003,0,
6/01/2020,66933,0.13,54.98
6/01/2020,71275,0.04,0.45
6/01/2020,32340,0.09,0.89
6/01/2020,55589,0.13,1.79
6/01/2020,98867,0.36,4.02
6/01/2020,56441,0.04,17.43
6/01/2020,85682,0,
6/01/2020,55355,0,
6/01/2020,73952,0.04,0.89
6/01/2020,63660,0,
6/01/2020,10963,0,
6/01/2020,82296,0,
6/01/2020,31956,0,
6/01/2020,98001,0,
6/01/2020,76007,0.63,27.72
6/01/2020,26488,3.62,716.14
6/01/2020,14168,0.45,32.19
6/01/2020,70167,0.04,1.34
6/01/2020,54430,0.63,69.74
6/01/2020,65535,0,
6/01/2020,39841,0,
6/01/2020,79289,0.04,0.45
6/01/2020,91873,0,
6/01/2020,92017,0,
6/01/2020,37209,0.04,0.45
6/01/2020,28633,0,
6/01/2020,95253,0.8,687.08
6/01/2020,65277,0,
6/01/2020,92867,0.04,0.45
6/01/2020,81236,0,
6/01/2020,28525,4.69,493.07
6/01/2020,28504,0.18,8.49
6/01/2020,95983,0.31,23.25
6/01/2020,15266,0,
6/01/2020,29485,0,
6/01/2020,91817,0,
6/01/2020,11286,0.04,0.89
6/01/2020,28701,0,
6/01/2020,22361,0.04,0.45
7/01/2020,81154,0,
7/01/2020,89050,0,
7/01/2020,66838,0,
7/01/2020,70167,0,
7/01/2020,10963,0,
7/01/2020,21127,0.04,1.34
7/01/2020,64948,1.65,27.59
7/01/2020,94158,0.04,0.45
7/01/2020,35237,0,
7/01/2020,80144,0.04,0.45
7/01/2020,65535,0,
7/01/2020,29286,0,
7/01/2020,55278,0,
7/01/2020,10533,1.29,100.13
7/01/2020,15721,0.09,0.89
7/01/2020,26696,0,
7/01/2020,72645,0,
7/01/2020,28633,0,
7/01/2020,90929,0,
7/01/2020,37103,0,
7/01/2020,72550,0,
7/01/2020,72468,0,
7/01/2020,76649,24.57,704.05
7/01/2020,11624,0.04,0.45
7/01/2020,11585,0.04,0.45
7/01/2020,13591,0.36,13.35
7/01/2020,16753,4.98,691.59
7/01/2020,50712,0,
7/01/2020,80560,2.76,597.24
7/01/2020,49062,0.04,0.45
7/01/2020,86059,0.04,4.9
7/01/2020,66051,0.09,4.45
7/01/2020,44820,0.04,0.45
7/01/2020,28701,0,
7/01/2020,84423,0,
7/01/2020,33185,3.03,169.11
7/01/2020,98265,6.63,387.63
7/01/2020,31956,0,
7/01/2020,30851,0.18,2.23
7/01/2020,86407,0.04,0.45
7/01/2020,86703,0,
7/01/2020,32213,19.76,1891.86
7/01/2020,69863,0,
7/01/2020,85952,0,
7/01/2020,88925,2.09,37.38
7/01/2020,94058,0.04,0.45
7/01/2020,28731,0,
7/01/2020,28744,0.04,0.45
7/01/2020,59304,0,
7/01/2020,52196,0.09,5.34
7/01/2020,51853,0.04,0.45
7/01/2020,69429,0.4,6.68
7/01/2020,85572,0,
7/01/2020,91030,0.13,65.42
7/01/2020,95983,1.11,105.47
7/01/2020,56198,0,
7/01/2020,29322,0,
7/01/2020,45811,0.04,0.89
7/01/2020,69827,1.34,44.95
7/01/2020,37479,0,
7/01/2020,68019,0.98,30.26
7/01/2020,13699,0.18,1.78
7/01/2020,13429,0,
7/01/2020,90153,0,
7/01/2020,65277,0,
7/01/2020,97715,0,
7/01/2020,98001,0,
7/01/2020,93742,1.16,95.24
7/01/2020,41424,0,
7/01/2020,65195,0,
7/01/2020,63660,0,
7/01/2020,28578,0.13,1.34
7/01/2020,28199,0,
7/01/2020,77698,0.04,15.13
7/01/2020,15579,0,
7/01/2020,78730,0.09,6.23
7/01/2020,28504,0.22,8.46
7/01/2020,58235,0,
7/01/2020,85682,0,
7/01/2020,85834,0.31,16.02
7/01/2020,56028,0,
7/01/2020,60106,0,
7/01/2020,25267,0,
7/01/2020,16164,0.45,22.25
7/01/2020,54430,0.27,38.27
7/01/2020,82296,0,
7/01/2020,53775,0.04,0.45
7/01/2020,26491,0.04,0.45
7/01/2020,28525,8.41,954.16
7/01/2020,13496,0.45,16.91
7/01/2020,50114,0.04,0.89
7/01/2020,99916,4.94,212.28
7/01/2020,50854,0,
7/01/2020,83324,0,
7/01/2020,77640,0.09,1.34
7/01/2020,24711,0.13,1.34
7/01/2020,57084,2.18,202.05
7/01/2020,91165,0,
7/01/2020,29216,0,
7/01/2020,23071,0.04,0.45
7/01/2020,29921,0,
7/01/2020,52175,0.04,0.45
7/01/2020,14168,0.13,5.34
7/01/2020,85975,0.31,21.81
7/01/2020,63502,0.04,0.45
7/01/2020,61384,0.8,180.69
7/01/2020,56441,0.04,2.23
7/01/2020,11255,0.04,1.78
7/01/2020,26488,3.92,1377.84
7/01/2020,91817,0,
7/01/2020,57293,0,
7/01/2020,60051,0,
7/01/2020,52651,0,
7/01/2020,60825,0.13,2.23
7/01/2020,61945,0,
7/01/2020,49094,0,
7/01/2020,57609,0,
7/01/2020,36620,0,
7/01/2020,49571,0,
7/01/2020,65358,0.45,6.23
7/01/2020,26881,15.53,200.71
7/01/2020,24504,0,
7/01/2020,30532,0.85,113.04
7/01/2020,52615,0,
7/01/2020,37209,0.04,0.45
7/01/2020,48165,0.09,1.34
7/01/2020,55007,0.04,0.89
7/01/2020,83862,0,
7/01/2020,73952,0.98,29.37
7/01/2020,92871,0,
7/01/2020,72758,0.04,0.45
7/01/2020,52758,0,
7/01/2020,30114,0,
7/01/2020,41587,0,
7/01/2020,92867,0.04,0.45
7/01/2020,67035,0.67,15.13
7/01/2020,70190,0,
7/01/2020,11206,0.67,8.01
7/01/2020,17177,0,
7/01/2020,28003,0,
7/01/2020,55589,3.92,588.34
7/01/2020,47267,0,
7/01/2020,39004,0.22,156.65
7/01/2020,26753,0.04,0.89
7/01/2020,68490,0.04,0.45
7/01/2020,16633,0.89,90.79
7/01/2020,14769,1.96,81
7/01/2020,12984,0,
7/01/2020,10225,0.13,2.67
7/01/2020,64838,1.07,218.07
7/01/2020,15799,0,
7/01/2020,95731,10.1,640.85
7/01/2020,32340,0.09,0.89
7/01/2020,95859,0.04,2.67
7/01/2020,68713,0,
7/01/2020,62538,0,
7/01/2020,88885,0.04,0.45
7/01/2020,71275,0.13,4.01
7/01/2020,97988,0.04,12.46
7/01/2020,79547,0.04,5.79
7/01/2020,11286,0,
7/01/2020,72713,0.04,0.45
7/01/2020,66933,0.04,1.78
7/01/2020,33624,0.04,0.45
7/01/2020,92894,0.04,0.45
7/01/2020,16401,0,
7/01/2020,92918,0,
7/01/2020,95253,0.71,604.36
7/01/2020,83988,0.09,4.01
7/01/2020,85327,0,
7/01/2020,80440,0.04,4.01
7/01/2020,14124,0.04,0.45
7/01/2020,81400,0,
7/01/2020,76007,0.8,126.39
7/01/2020,47364,0,
7/01/2020,60286,8.41,1387.18
7/01/2020,76214,0.09,5.34
7/01/2020,43491,0.09,45.84
7/01/2020,72676,0,
7/01/2020,63801,0.04,0.45
7/01/2020,12803,0.04,0.45
7/01/2020,54827,0.31,25.81
7/01/2020,29158,0,
7/01/2020,50479,0.18,8.9
7/01/2020,83394,0.04,0.45
8/01/2020,33869,0,
8/01/2020,55031,0,
8/01/2020,10533,0,
8/01/2020,49751,0,
8/01/2020,83514,0,
8/01/2020,23248,0,
8/01/2020,30025,0,
8/01/2020,89050,0.04,2.22
8/01/2020,28003,0,
8/01/2020,72713,0,
8/01/2020,69429,0,
8/01/2020,69863,0.31,16.44
8/01/2020,32213,20.84,1570.86
8/01/2020,47364,0.18,4.44
8/01/2020,11585,0,
8/01/2020,34696,0,
8/01/2020,16401,0.04,0.44
8/01/2020,29322,0,
8/01/2020,80144,0.04,0.44
8/01/2020,47785,0.04,0.89
8/01/2020,54430,0.09,1.33
8/01/2020,50168,0,
8/01/2020,73952,1.02,27.99
8/01/2020,54794,0,
8/01/2020,50104,0,
8/01/2020,79088,0,
8/01/2020,85834,0.04,1.33
8/01/2020,95253,0.58,518.44
8/01/2020,55589,0.13,3.11
8/01/2020,65195,0.04,2.22
8/01/2020,86059,0.09,6.66
8/01/2020,13429,0,
8/01/2020,35866,0,
8/01/2020,21271,0.04,0.44
8/01/2020,72645,0,
8/01/2020,46123,0.09,0.89
8/01/2020,95731,7.11,416.26
8/01/2020,11206,0.53,8.88
8/01/2020,99984,0,
8/01/2020,60286,7.82,1127.05
8/01/2020,78094,0,
8/01/2020,47267,0,
8/01/2020,62538,0,
8/01/2020,34867,0,
8/01/2020,15254,0.09,7.55
8/01/2020,83270,0.09,0.89
8/01/2020,26696,0,
8/01/2020,14124,0.09,0.89
8/01/2020,16164,0.13,1.33
8/01/2020,97715,0,
8/01/2020,18090,0.09,0.89
8/01/2020,15225,0.04,21.77
8/01/2020,66838,0,
8/01/2020,10963,0,
8/01/2020,77908,0,
8/01/2020,24504,0,
8/01/2020,76214,1.29,84.85
8/01/2020,84423,0,
8/01/2020,83567,0.13,4
8/01/2020,61945,0,
8/01/2020,72468,0,
8/01/2020,78730,0.13,2.67
8/01/2020,68019,0.89,17.77
8/01/2020,28504,0.04,0.89
8/01/2020,51340,0,
8/01/2020,66933,0.22,94.62
8/01/2020,57609,0,
8/01/2020,65358,0.13,1.33
8/01/2020,79547,0.04,0.44
8/01/2020,28731,0,
8/01/2020,14769,0.04,0.44
8/01/2020,16633,0.4,16.88
8/01/2020,20069,0,
8/01/2020,43619,0.04,0.44
8/01/2020,69827,0.89,27.54
8/01/2020,37103,0,
8/01/2020,39004,0.04,20.44
8/01/2020,64915,0,
8/01/2020,16753,5.82,1042.65
8/01/2020,85682,0,
8/01/2020,32606,0,
8/01/2020,67431,0.04,0.44
8/01/2020,95983,0.89,117.28
8/01/2020,23071,0.18,2.67
8/01/2020,60051,0,
8/01/2020,19334,0,
8/01/2020,25156,0.04,0.89
8/01/2020,32340,0.04,0.89
8/01/2020,30532,0.53,98.62
8/01/2020,88925,1.78,39.09
8/01/2020,19871,0,
8/01/2020,53775,0.04,0.44
8/01/2020,24711,0.36,123.94
8/01/2020,70190,0,
8/01/2020,99916,4.09,130.61
8/01/2020,29158,0,
8/01/2020,85975,0.36,12.88
8/01/2020,52196,0.04,0.44
8/01/2020,64030,0.04,0.44
8/01/2020,71275,0.04,0.44
8/01/2020,70167,0.04,0.44
8/01/2020,28525,5.55,865.39
8/01/2020,57084,3.11,254.11
8/01/2020,13496,0.36,38.65
8/01/2020,85572,0,
8/01/2020,17177,0,
8/01/2020,76007,1.51,160.82
8/01/2020,93742,0.27,37.76
8/01/2020,56441,0.04,1.33
8/01/2020,49521,0,
8/01/2020,85072,0.04,0.44
8/01/2020,76649,17.37,384.27
8/01/2020,28578,0.49,5.78
8/01/2020,26491,0.04,0.44
8/01/2020,68713,0,
8/01/2020,35316,0,
8/01/2020,64838,1.95,834.3
8/01/2020,37479,0,
8/01/2020,48165,0,
8/01/2020,81154,0.04,4
8/01/2020,28199,0.09,9.77
8/01/2020,49091,0,
8/01/2020,86703,0,
8/01/2020,50479,1.33,120.84
8/01/2020,55355,0,
8/01/2020,66578,0.04,0.44
8/01/2020,60825,0,
8/01/2020,77698,0.04,11.99
8/01/2020,64948,0.09,1.78
8/01/2020,82296,0,
8/01/2020,55007,0,
8/01/2020,11286,0,
8/01/2020,72758,0.18,7.55
8/01/2020,90153,0,
8/01/2020,65277,0,
8/01/2020,80560,2.75,598.4
8/01/2020,12803,0.09,0.89
8/01/2020,26881,10.53,127.5
8/01/2020,30851,0.36,4
8/01/2020,49571,0,
8/01/2020,95859,0,
8/01/2020,52758,0,
8/01/2020,26488,1.91,644.6
8/01/2020,39841,0,
8/01/2020,60106,0,
8/01/2020,52175,0.13,5.33
8/01/2020,97988,0.13,36.43
8/01/2020,65535,0,
8/01/2020,85327,0,
8/01/2020,81189,0.13,3.11
8/01/2020,92871,0,
8/01/2020,64947,0,
8/01/2020,15799,0.09,19.1
8/01/2020,19959,0.04,0.44
8/01/2020,98001,0,
8/01/2020,10650,0,
8/01/2020,14168,0.04,1.78
8/01/2020,72673,0.04,0.44
8/01/2020,92867,0,
8/01/2020,58235,0,
8/01/2020,91030,0.18,67.97
8/01/2020,80440,0.04,9.77
8/01/2020,85952,0.04,0.44
8/01/2020,33185,7.51,483.34
8/01/2020,29921,0,
8/01/2020,43491,0.09,7.11
8/01/2020,26753,0.04,0.44
8/01/2020,67035,0.09,4.44
8/01/2020,40508,0,
8/01/2020,25267,0,
8/01/2020,98867,0,
8/01/2020,79876,0.04,0.44
8/01/2020,98265,2.62,254.55
8/01/2020,94058,0.22,5.78
8/01/2020,25827,0.04,19.1
8/01/2020,13699,0.13,1.78
8/01/2020,47261,0.31,15.55
8/01/2020,55920,0.04,0.44
8/01/2020,28633,0,
8/01/2020,90929,0.04,0.44
8/01/2020,71564,0.04,12.44
8/01/2020,71294,0,
8/01/2020,49062,4.89,4414.93
8/01/2020,36620,0,
8/01/2020,92894,0,
8/01/2020,97280,0,
8/01/2020,10225,0.09,0.89
8/01/2020,51853,0.04,0.89
8/01/2020,54827,0.76,200.8
8/01/2020,83754,0,
8/01/2020,94158,0.18,2.22
9/01/2020,95261,0.04,0.44
9/01/2020,28003,0,
9/01/2020,77298,0,
9/01/2020,95983,1.15,206.39
9/01/2020,24711,0.18,253.88
9/01/2020,15225,0,
9/01/2020,11237,0,
9/01/2020,70167,0,
9/01/2020,60825,0.09,0.89
9/01/2020,91030,0.22,72.35
9/01/2020,97715,0,
9/01/2020,98102,1.29,191.3
9/01/2020,85952,0.04,0.44
9/01/2020,90153,0.04,0.44
9/01/2020,76418,0.04,0.89
9/01/2020,57609,0,
9/01/2020,13591,0.09,0.89
9/01/2020,69370,0,
9/01/2020,80440,0.13,11.54
9/01/2020,55031,0,
9/01/2020,98001,0,
9/01/2020,28786,0.09,0.89
9/01/2020,68019,0.93,152.69
9/01/2020,85781,0.04,0.89
9/01/2020,81189,0,
9/01/2020,72713,0.04,0.44
9/01/2020,26696,0,
9/01/2020,80144,0.18,1.78
9/01/2020,82296,0,
9/01/2020,69827,1.46,75.01
9/01/2020,55007,0,
9/01/2020,98867,0,
9/01/2020,72645,0,
9/01/2020,33326,0.22,11.1
9/01/2020,77698,0,
9/01/2020,55589,0.09,3.99
9/01/2020,29322,0.09,0.89
9/01/2020,98068,0.04,0.89
9/01/2020,11585,0,
9/01/2020,49091,0,
9/01/2020,88925,0.71,17.31
9/01/2020,81154,0.09,3.99
9/01/2020,73952,1.07,52.37
9/01/2020,26488,4.44,1415
9/01/2020,30532,0.44,95.43
9/01/2020,53366,0,
9/01/2020,95712,0,
9/01/2020,95204,0.04,0.89
9/01/2020,60051,0,
9/01/2020,51853,0.04,0.89
9/01/2020,39004,0,
9/01/2020,76007,1.64,130.94
9/01/2020,55032,0,
9/01/2020,95253,0.75,517.98
9/01/2020,47261,0.22,6.66
9/01/2020,68713,0,
9/01/2020,60286,8.17,1130.49
9/01/2020,99916,3.15,79.89
9/01/2020,12803,0.09,1.33
9/01/2020,14124,0.04,0.89
9/01/2020,67035,0.09,1.78
9/01/2020,94158,0.13,3.55
9/01/2020,55355,0,
9/01/2020,37479,0,
9/01/2020,26881,8.57,112.29
9/01/2020,87762,0.04,0.44
9/01/2020,52175,0.09,0.89
9/01/2020,94264,0,
9/01/2020,64948,0.09,3.55
9/01/2020,48074,0,
9/01/2020,98265,3.28,281.85
9/01/2020,78818,0.04,0.44
9/01/2020,72932,0.04,0.44
9/01/2020,61384,0.18,26.19
9/01/2020,53911,0,
9/01/2020,64838,2,627.16
9/01/2020,52945,0,
9/01/2020,90929,0.04,0.44
9/01/2020,92871,0,
9/01/2020,49571,0,
9/01/2020,54430,0.36,3.55
9/01/2020,65358,0.27,5.77
9/01/2020,41587,0,
9/01/2020,28633,0,
9/01/2020,80431,0.04,1.78
9/01/2020,43491,0.13,27.08
9/01/2020,51792,0,
9/01/2020,28525,5.33,925.88
9/01/2020,80616,0,
9/01/2020,79673,0,
9/01/2020,16753,2.84,242.34
9/01/2020,83248,0.04,1.78
9/01/2020,57293,0,
9/01/2020,64915,0,
9/01/2020,15799,0.09,1.78
9/01/2020,70190,0,
9/01/2020,57803,0,
9/01/2020,38871,0.04,0.44
9/01/2020,28578,0.31,4.44
9/01/2020,16633,0.27,16.42
9/01/2020,67600,0.04,0.89
9/01/2020,95859,0.04,3.55
9/01/2020,91165,0.27,22.64
9/01/2020,72758,0.09,1.33
9/01/2020,57084,2.97,192.19
9/01/2020,37017,0,
9/01/2020,78730,0,
9/01/2020,71000,0.04,0.44
9/01/2020,54827,0.44,128.72
9/01/2020,49062,0,
9/01/2020,76649,19.49,702.62
9/01/2020,86407,0.04,0.44
9/01/2020,63660,0,
9/01/2020,76214,0.62,36.84
9/01/2020,13496,0.49,11.98
9/01/2020,11206,0.22,2.66
9/01/2020,42051,0,
9/01/2020,94058,0,
9/01/2020,66051,0.04,0.44
9/01/2020,86703,0,
9/01/2020,13699,0.13,1.33
9/01/2020,85572,0,
9/01/2020,63073,0,
9/01/2020,84423,0,
9/01/2020,80560,2.71,664.45
9/01/2020,24778,0,
9/01/2020,65535,0,
9/01/2020,56441,0.04,1.33
9/01/2020,32340,0.04,13.76
9/01/2020,14168,0.09,2.22
9/01/2020,10533,0,
9/01/2020,64328,0.04,0.44
9/01/2020,83394,0.09,0.89
9/01/2020,66713,0,
9/01/2020,47364,0.04,0.44
9/01/2020,66838,0,
9/01/2020,36620,0,
9/01/2020,24504,0,
9/01/2020,16406,0,
9/01/2020,96864,0.04,1.78
9/01/2020,62538,0,
9/01/2020,51340,0.18,7.1
9/01/2020,88885,0.13,1.33
9/01/2020,52758,0,
9/01/2020,95731,8.48,510.43
9/01/2020,37103,0,
9/01/2020,95850,0,
9/01/2020,49369,0.04,0.44
9/01/2020,66933,0.22,94.54
9/01/2020,15254,0.04,6.66
9/01/2020,48165,0,
9/01/2020,72468,0,
9/01/2020,47267,0,
9/01/2020,63335,0.04,0.44
9/01/2020,90151,0.04,0.44
9/01/2020,28731,0,
9/01/2020,92867,2.89,153.13
9/01/2020,11286,0.04,4.88
9/01/2020,91873,0,
9/01/2020,33869,0,
9/01/2020,33703,0,
9/01/2020,71275,0.04,0.44
9/01/2020,64947,0.04,0.44
9/01/2020,16468,0,
9/01/2020,29158,0,
9/01/2020,60106,0.04,0.89
9/01/2020,69429,0,
9/01/2020,65277,0.04,4.44
9/01/2020,61945,0,
9/01/2020,33185,1.07,62.58
9/01/2020,35316,0,
9/01/2020,13429,0,
9/01/2020,19320,0.04,0.44
9/01/2020,30851,0.09,0.89
9/01/2020,28504,0.13,4.88
9/01/2020,50479,1.91,152.69
9/01/2020,85072,0.13,6.21
9/01/2020,69863,0.27,3.11
9/01/2020,49785,0,
9/01/2020,31218,0,
9/01/2020,92918,0.04,0.44
9/01/2020,86059,0.04,3.11
9/01/2020,57724,0.04,3.11
9/01/2020,14769,1.69,126.94
9/01/2020,16164,0.13,1.78
9/01/2020,85834,0.13,7.99
9/01/2020,93742,0.13,6.21
9/01/2020,32213,12.21,970.71
9/01/2020,85975,0.4,21.75
9/01/2020,91817,0,
10/01/2020,69757,0.58,133.87
10/01/2020,95731,5.72,294.33
10/01/2020,60106,0.22,3.1
10/01/2020,28003,0,
10/01/2020,94158,0.09,2.66
10/01/2020,90151,0.04,0.44
10/01/2020,26881,4.61,59.4
10/01/2020,70167,0.04,0.44
10/01/2020,32213,19.95,1217.2
10/01/2020,56441,0.04,1.77
10/01/2020,99066,0,
10/01/2020,84423,0,
10/01/2020,24504,0,
10/01/2020,88925,1.6,23.05
10/01/2020,28578,0.27,3.1
10/01/2020,94264,0.13,2.22
10/01/2020,80144,0,
10/01/2020,98867,0.09,1.33
10/01/2020,49062,0.09,8.87
10/01/2020,28525,3.63,597.96
10/01/2020,33185,5.81,327.57
10/01/2020,18663,0,
10/01/2020,72645,0,
10/01/2020,27232,0.04,0.44
10/01/2020,52615,0,
10/01/2020,16633,0.04,7.09
10/01/2020,11206,1.99,37.23
10/01/2020,10650,0.04,0.44
10/01/2020,40107,0.04,0.44
10/01/2020,50104,0,
10/01/2020,85834,0.09,4.88
10/01/2020,85072,0.04,1.77
10/01/2020,66282,0,
10/01/2020,72713,0.04,0.44
10/01/2020,49751,0,
10/01/2020,45214,0,
10/01/2020,65535,0,
10/01/2020,68713,0,
10/01/2020,76214,1.33,103.28
10/01/2020,55007,0.04,1.33
10/01/2020,85975,0.58,20.83
